Accession	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Protein	Country	Host	Collection_Date
YP_010085455.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	273	complete	kelch-containing protein	Georgia	Homo sapiens	2013
YP_010085456.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	659	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085457.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	159	complete	C-type lectin-containing protein	Georgia	Homo sapiens	2013
YP_010085458.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	202	complete	TNF receptor	Georgia	Homo sapiens	2013
YP_010085459.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	111	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085460.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	766	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085461.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	428	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085462.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	177	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085463.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	801	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085464.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	168	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085465.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	137	complete	viral growth factor	Georgia	Homo sapiens	2013
YP_010085466.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	332	complete	IL-1 receptor antagonist	Georgia	Homo sapiens	2013
YP_010085467.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	247	complete	ubiquitin ligase	Georgia	Homo sapiens	2013
YP_010085468.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	133	complete	IL-18 binding protein	Georgia	Homo sapiens	2013
YP_010085469.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	672	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085470.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	63	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085471.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	644	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085472.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	184	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085473.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	150	complete	host-range factor	Georgia	Homo sapiens	2013
YP_010085474.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	163	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085475.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	46	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085476.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	150	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085477.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	313	complete	IL-1 receptor antagonist	Georgia	Homo sapiens	2013
YP_010085478.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	263	complete	complement binding protein	Georgia	Homo sapiens	2013
YP_010085479.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	512	complete	kelch-like protein	Georgia	Homo sapiens	2013
YP_010085480.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	232	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085481.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	117	complete	NF-kappaB inhibitor	Georgia	Homo sapiens	2013
YP_010085482.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	177	complete	alpha amanitin-sensitive protein	Georgia	Homo sapiens	2013
YP_010085483.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	446	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085484.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	220	complete	NF-kappaB inhibitor	Georgia	Homo sapiens	2013
YP_010085485.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	284	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
YP_010085486.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	373	complete	serprin-3	Georgia	Homo sapiens	2013
YP_010085487.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	88	complete	IFN resistance	Georgia	Homo sapiens	2013
YP_010085488.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	424	complete	nicking/joining enzyme	Georgia	Homo sapiens	2013
YP_010085489.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	277	complete	esterase/lipase	Georgia	Homo sapiens	2013
YP_010085490.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	149	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085491.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	55	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085492.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	244	complete	caspase-9 inhibitor	Georgia	Homo sapiens	2013
YP_010085493.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	144	complete	dUTPase	Georgia	Homo sapiens	2013
YP_010085494.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	480	complete	kelch-like protein	Georgia	Homo sapiens	2013
YP_010085495.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	319	complete	ribonuclease reductase S subunit	Georgia	Homo sapiens	2013
YP_010085496.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	322	complete	major membrane protein	Georgia	Homo sapiens	2013
YP_010085497.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	73	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085498.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	79	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085499.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	65	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085500.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	212	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085501.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	439	complete	Ser/Thr kinase	Georgia	Homo sapiens	2013
YP_010085502.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	78	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085503.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	354	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085504.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	636	complete	IEV maturation protein	Georgia	Homo sapiens	2013
YP_010085505.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	372	complete	EEV phospholipase	Georgia	Homo sapiens	2013
YP_010085506.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	75	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085507.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	49	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085508.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	147	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085509.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	231	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085510.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	101	complete	DNA-binding virion core protein	Georgia	Homo sapiens	2013
YP_010085511.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	479	complete	poly(A) polymerase large subunit	Georgia	Homo sapiens	2013
YP_010085512.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	737	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085513.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	190	complete	Interferon resistance, PKR inhibitor	Georgia	Homo sapiens	2013
YP_010085514.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	259	complete	RNA polymerase subunit	Georgia	Homo sapiens	2013
YP_010085515.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	321	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085516.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	567	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085517.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	167	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085518.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	273	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085519.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	1010	complete	DNA polymerase	Georgia	Homo sapiens	2013
YP_010085520.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	96	complete	sulfhydryl oxidase	Georgia	Homo sapiens	2013
YP_010085521.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	129	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085522.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	664	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085523.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	62	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085524.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	108	complete	glutaredoxin-1	Georgia	Homo sapiens	2013
YP_010085525.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	312	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085526.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	74	complete	IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085527.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	269	complete	DNA-binding phosphoprotein	Georgia	Homo sapiens	2013
YP_010085528.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	771	complete	ribonucleotide reductase	Georgia	Homo sapiens	2013
YP_010085529.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	79	complete	IMV protein	Georgia	Homo sapiens	2013
YP_010085530.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	382	complete	Telomere binding protein	Georgia	Homo sapiens	2013
YP_010085531.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	423	complete	viral core cysteine proteinase	Georgia	Homo sapiens	2013
YP_010085532.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	677	complete	RNA helicase	Georgia	Homo sapiens	2013
YP_010085533.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	576	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085534.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	111	complete	virus fusion complex	Georgia	Homo sapiens	2013
YP_010085535.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	220	complete	late transcriptional factor	Georgia	Homo sapiens	2013
YP_010085536.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	124	complete	glutaredoxin-2	Georgia	Homo sapiens	2013
YP_010085537.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	432	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085538.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	63	complete	RNA polymerase subunit	Georgia	Homo sapiens	2013
YP_010085539.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	158	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085540.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	371	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085541.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	72	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085542.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	260	complete	late transcription factor VLTF-1	Georgia	Homo sapiens	2013
YP_010085543.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	340	complete	entry fusion complex protein	Georgia	Homo sapiens	2013
YP_010085544.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	250	complete	IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085545.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	87	complete	cresent formation protein	Georgia	Homo sapiens	2013
YP_010085546.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	353	complete	internal virion protein	Georgia	Homo sapiens	2013
YP_010085547.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	251	complete	DNA-binding virion core protein	Georgia	Homo sapiens	2013
YP_010085548.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	128	complete	IMV entry and fusion protein	Georgia	Homo sapiens	2013
YP_010085549.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	144	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085550.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	177	complete	thymidine kinase	Georgia	Homo sapiens	2013
YP_010085551.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	323	complete	Poly(A) polymerase small subunit	Georgia	Homo sapiens	2013
YP_010085552.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	185	complete	RNA polymerase subunit	Georgia	Homo sapiens	2013
YP_010085553.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	133	complete	membrane protein	Georgia	Homo sapiens	2013
YP_010085554.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	1286	complete	RNA polymerase subunit	Georgia	Homo sapiens	2013
YP_010085555.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	171	complete	Try/Ser phosphatase	Georgia	Homo sapiens	2013
YP_010085556.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	189	complete	putative viral membrane protein	Georgia	Homo sapiens	2013
YP_010085557.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	324	complete	late transcription factor VLTF-4	Georgia	Homo sapiens	2013
YP_010085558.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	795	complete	RNA polymerase-associated protein	Georgia	Homo sapiens	2013
YP_010085559.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	208	complete	late transcription factor	Georgia	Homo sapiens	2013
YP_010085560.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	314	complete	DNA topoisomerase type-1	Georgia	Homo sapiens	2013
YP_010085561.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	66	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085562.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	144	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085563.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	842	complete	mRNA capping enzyme large subunit	Georgia	Homo sapiens	2013
YP_010085564.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	146	complete	virion core protein	Georgia	Homo sapiens	2013
YP_010085565.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	237	complete	virion core protein	Georgia	Homo sapiens	2013
YP_010085566.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	218	complete	Uracil-DNA glycosylase	Georgia	Homo sapiens	2013
YP_010085567.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	785	complete	NTPase	Georgia	Homo sapiens	2013
YP_010085568.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	637	complete	early transcription factor	Georgia	Homo sapiens	2013
YP_010085569.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	161	complete	RNA polymerase subunit RPO18	Georgia	Homo sapiens	2013
YP_010085570.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	304	complete	IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085571.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	213	complete	mRNA decapping enzyme	Georgia	Homo sapiens	2013
YP_010085572.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	248	complete	mRNA decapping enzyme	Georgia	Homo sapiens	2013
YP_010085573.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	631	complete	helicase	Georgia	Homo sapiens	2013
YP_010085574.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	287	complete	mRNA capping enzyme small subunit	Georgia	Homo sapiens	2013
YP_010085575.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	72	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085576.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	551	complete	trimeric virion coat protein	Georgia	Homo sapiens	2013
YP_010085577.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	150	complete	late transcription factor VLTF-2	Georgia	Homo sapiens	2013
YP_010085578.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	224	complete	late transcription factor VLTF-3	Georgia	Homo sapiens	2013
YP_010085579.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	76	complete	S-S bond formation pathway protein	Georgia	Homo sapiens	2013
YP_010085580.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	644	complete	P4b precursor	Georgia	Homo sapiens	2013
YP_010085581.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	282	complete	core protein	Georgia	Homo sapiens	2013
YP_010085582.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	164	complete	RNA polymerase subunit	Georgia	Homo sapiens	2013
YP_010085583.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	372	complete	virion core and cleavage processing protein	Georgia	Homo sapiens	2013
YP_010085584.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	710	complete	early gene transcription factor	Georgia	Homo sapiens	2013
YP_010085585.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	288	complete	VITF-3 small subunit	Georgia	Homo sapiens	2013
YP_010085586.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	100	complete	early morphogenesis protein	Georgia	Homo sapiens	2013
YP_010085587.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	892	complete	P4a precursor	Georgia	Homo sapiens	2013
YP_010085588.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	318	complete	virial membrane formation protein	Georgia	Homo sapiens	2013
YP_010085589.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	190	complete	virion core and cleavage processing protein	Georgia	Homo sapiens	2013
YP_010085590.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	72	complete	IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085591.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	90	complete	phosphorylated IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085592.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	53	complete	hydrophobic IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085593.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	94	complete	core protein	Georgia	Homo sapiens	2013
YP_010085594.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	377	complete	myristylate protein for entry	Georgia	Homo sapiens	2013
YP_010085595.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	207	complete	IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085596.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	494	complete	DNA helicase	Georgia	Homo sapiens	2013
YP_010085597.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	77	complete	Zinc finger-like protein	Georgia	Homo sapiens	2013
YP_010085598.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	42	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085599.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	117	complete	IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085600.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	426	complete	DNA polymerase processing factor	Georgia	Homo sapiens	2013
YP_010085601.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	172	complete	holliday junction endonuclease	Georgia	Homo sapiens	2013
YP_010085602.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	382	complete	VITF-3 large subunit	Georgia	Homo sapiens	2013
YP_010085603.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	1164	complete	DNA-directed RNA polymerase	Georgia	Homo sapiens	2013
YP_010085604.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	1213	complete	ATI protein	Georgia	Homo sapiens	2013
YP_010085605.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	519	complete	truncated P4c	Georgia	Homo sapiens	2013
YP_010085606.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	110	complete	IMV surface protein	Georgia	Homo sapiens	2013
YP_010085607.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	146	complete	IMV membrane protein	Georgia	Homo sapiens	2013
YP_010085608.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	305	complete	RNA Pol RPO35 protein	Georgia	Homo sapiens	2013
YP_010085609.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	77	complete	IMV protein	Georgia	Homo sapiens	2013
YP_010085610.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	127	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085611.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	253	complete	ATPase	Georgia	Homo sapiens	2013
YP_010085612.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	184	complete	EEV membrane phosphoglycoprotein	Georgia	Homo sapiens	2013
YP_010085613.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	168	complete	IEV and EEV membrane glycoprotein	Georgia	Homo sapiens	2013
YP_010085614.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	59	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085615.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	176	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085616.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	214	complete	IEV transmembrane phosphoprotein	Georgia	Homo sapiens	2013
YP_010085617.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	263	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085618.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	65	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085619.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	277	complete	CD47-lilke protein	Georgia	Homo sapiens	2013
YP_010085620.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	398	complete	semaphorin	Georgia	Homo sapiens	2013
YP_010085621.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	173	complete	secreted glycoprotein	Georgia	Homo sapiens	2013
YP_010085622.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	220	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085623.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	133	complete	profilin-like protein	Georgia	Homo sapiens	2013
YP_010085624.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	202	complete	putative type-1 membrane glycoprotein	Georgia	Homo sapiens	2013
YP_010085625.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	75	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085626.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	344	complete	nucleotide-sugar epimerase	Georgia	Homo sapiens	2013
YP_010085627.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	125	complete	superoxide dismutase-like protein	Georgia	Homo sapiens	2013
YP_010085628.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	240	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085629.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	244	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085630.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	204	complete	thymidylate kinase	Georgia	Homo sapiens	2013
YP_010085631.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	162	complete	putative phosphotransferase protein	Georgia	Homo sapiens	2013
YP_010085632.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	554	complete	DNA ligase	Georgia	Homo sapiens	2013
YP_010085633.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	334	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085634.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	194	complete	hypothetical protein	Georgia	Homo sapiens	2013
YP_010085635.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	184	complete	TNF receptor CrmC	Georgia	Homo sapiens	2013
YP_010085636.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	564	complete	kelch-containing protein	Georgia	Homo sapiens	2013
YP_010085637.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	313	complete	hemagglutinin	Georgia	Homo sapiens	2013
YP_010085638.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	197	complete	guanylate kinase	Georgia	Homo sapiens	2013
YP_010085639.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	300	complete	Ser/Thr protein kinase	Georgia	Homo sapiens	2013
YP_010085640.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	504	complete	schlafen-like protein	Georgia	Homo sapiens	2013
YP_010085641.1	Akhmeta virus	Orthopoxvirus	Poxviridae	dsDNA	556	complete	ankyrin-containing protein	Georgia	Homo sapiens	2013
